流水號,大類別,From,post_url,created_time,post_type,postID,post_message,status_type,link,轉貼標題(name),留言數,按讚數,分享數,update_time
1,post,馬英九總統(118250504903757),http://www.facebook.com/118250504903757_1094020483993416,2016/01/19 13:30:10,photo,118250504903757_1094020483993416,昨天我接見了美國前副國務卿伯恩斯（William Burns）先生，他這次以美國高階特使的身份在大選後來到臺灣。上週六選舉結果揭曉後，美國國務院發表了公開聲明，除了向民進黨蔡英文主席表示祝賀，也公開感謝我上任後這幾年致力與美國發展堅實夥伴關係，並對我們近年來為改善兩岸關係所採取的具體措施表示讚賞。（The United States thanks President Ma Ying-jeou for his efforts to develop a strong partnership with the United States and applauds him for concrete steps he has taken to improve cross-Strait ties in recent years.）。（美國國務院新聞稿連結: http://goo.gl/fuJf6q）這次來訪，伯恩斯先生也告訴我，「臺美間的非官方關係從來沒像目前這麼好（has never been better），您對此有極大的功勞（deserve much credits）」，本次的選舉結果，也再次彰顯臺灣民主是一個成功的故事。對於這些來自美國國務院的肯定，我也特別向伯恩斯先生表達感謝。我也告訴伯恩斯先生，上個禮拜我國和平完成了總統大選，過程十分平和，顯示臺灣民主已逐漸成熟，也代表中華民國憲政秩序穩固。選舉結果出爐後，我也致電蔡英文主席，除了表達我的衷心祝賀，也希望新的政府上任後，能夠持續維持臺海和平與繁榮的現狀。,added_photos,https://www.facebook.com/MaYingjeou/photos/a.140389499356524.27404.118250504903757/1094020483993416/?type=3,Timeline Photos,1667,29206,475,2016/01/19 13:30:10
1_119,comment,吳子誼(1719825024899749), ,2016/01/19 13:49:01, ,1094020483993416_1094026583992806,感謝馬總統帶給台灣的貢獻，清廉的總統大家要珍惜。對於某一位不守口業的市長，應該去山上修行，好好整理腦袋為你們的市民服務，不是要辦誰去關，我看是你自己去吃牢飯比較適合。加油馬總統，您的努力我們都看到了。, , , , ,5, , ,
1_120,comment,Izant Lin(687205718072344), ,2016/01/19 13:49:23, ,1094020483993416_1094026687326129,滾, , , , ,0, , ,
1_121,comment,Chu Zhang(1529504543941112), ,2016/01/19 13:49:29, ,1094020483993416_1094026703992794,總統你辛苦了，真的很感謝您, , , , ,3, , ,
1_122,comment,黃雨玲(1414722565504430), ,2016/01/19 13:49:48, ,1094020483993416_1094026800659451,馬總統；您辛苦了！這些年您對國家的貢獻；絕非那些獨派份子和那些愛博版面不懂歷史不懂事的年輕人所能抹滅；要先了解事實；再來追究責任；而不是不分青紅皂白的一味詆譭！您做了這麼多；為國家帶來了商機；為兩岸帶來和平；促進免簽證國家一百多國；為人民帶來的福利；真的要由衷說一聲；您辛苦了！藉機好好陪陪家人！不用再理會這些渾濁的政治了！我們等著看接下來執政者的笑話吧～, , , , ,10, , ,
1_123,comment,Joyce Huang(968514026502278), ,2016/01/19 13:49:48, ,1094020483993416_1094026810659450,臺灣能有馬總統執政8年，真的是人民的福氣。, , , , ,25, , ,
1_124,comment,王志杰(1013257998685822), ,2016/01/19 13:50:29, ,1094020483993416_1094026953992769,馬總統：深感敬意，你辛苦了。, , , , ,1, , ,
1_125,comment,Dimple Jerry(1122101151139027), ,2016/01/19 13:50:41, ,1094020483993416_1094027027326095,馬總統辛苦了，這麼混亂的年代謝謝您給我們穩定和諧的八年，您是最好的臺灣總統。, , , , ,7, , ,
1_126,comment,黃金發(150875055283619), ,2016/01/19 13:50:43, ,1094020483993416_1094027040659427,馬喊多數黨組閣種下心結？毛治國受辱堅決請辭, , , , ,0, , ,
1_127,comment,謝拉克(209735206041036), ,2016/01/19 13:50:50, ,1094020483993416_1094027077326090,卸任後，小心被清算，台灣政治惡鬥，民主道退，沒希望，，，，，，, , , , ,0, , ,
1_128,comment,吳武雄(471001493063629), ,2016/01/19 13:50:52, ,1094020483993416_1094027090659422,92?殳共識一中不各表，只有自女表！, , , , ,4, , ,
1_129,comment,Lee Xiao Mo(10205828284644724), ,2016/01/19 13:51:05, ,1094020483993416_1094027143992750,翩翩君子，朗朗乾坤！永遠支持你！, , , , ,3, , ,
1_130,comment,顏安淇(963954516988628), ,2016/01/19 13:51:07, ,1094020483993416_1094027157326082,馬總統 你辛苦了, , , , ,5, , ,
1_131,comment,余信翰(10208319867944910), ,2016/01/19 13:51:13, ,1094020483993416_1094027180659413,八年辛苦了！, , , , ,4, , ,
1_132,comment,吳武雄(471001493063629), ,2016/01/19 13:51:39, ,1094020483993416_1094027240659407,作秀！633貪污詐騙集團力口?由口?立！, , , , ,4, , ,
1_133,comment,Xingtang Zhou(120365831677629), ,2016/01/19 13:52:06, ,1094020483993416_1094027300659401,馬總統卸任還是趕緊跑路吧，實在不行來大陸也可以啊。, , , , ,0, , ,
1_134,comment,吳武雄(471001493063629), ,2016/01/19 13:52:13, ,1094020483993416_1094027313992733,?屋手了！, , , , ,3, , ,
1_135,comment,Yi-Ting Tsai(10153240431089295), ,2016/01/19 13:52:32, ,1094020483993416_1094027393992725,與其來這邊罵馬，不如回去救援你們的蔡主席…, , , , ,25, , ,
1_136,comment,劉倢寧(810216289063414), ,2016/01/19 13:52:53, ,1094020483993416_1094027470659384,委屈您了, , , , ,2, , ,
1_137,comment,Cathy Chiu(1426082864351969), ,2016/01/19 13:53:12, ,1094020483993416_1094027550659376,馬大人您這就不對了， 您最不喜歡的就是民進黨的陳水扁. 蔡英文， 謝長廷. 習近平總書記都和朱立倫恭喜他是第二高票當選， 那請問這次選舉您也有輔選. 選舉結果出爐， 您個人覺得國民黨是否會贏得2016大選， 您的答案必定是肯定的， 那結果出來， 您再請中選會再驗票一下， 給國民黨無數的機會， 把很多的票補回來， 像我就覺得有681萬票沒有計算出來， 您請中選會一個一個先驗票， 再把民進黨的席次刪掉， 還有在去年時， 您手邊的八部二會都有考績， 考績都打出來了， 您就幫八部二會的公務人員再續四年的合約， 就是在2016/5/20前， 雖然是舊閣也是新政府是國民黨吧， 然後您再和蔡英文深談關於蔡英文在這次選舉中是屬賄選情形， 如果國民黨有賄選情形必然下台還要坐牢， 那蔡英文也有賄選情形當然也要下台坐牢， 陳水扁陳致中也是賄選最後下台坐牢， 所以美國歐巴馬總統也很關心朱立倫總統， 希望朱立倫仍是以您的內閣制進入總統府， 暨然蔡英文有賄選情形， 您就秉公處理， 叫蔡英文下台， 說不訂蔡英文還被判有期徒刑， 褫奪公權終身， 那就請馬大人把八部二會先續約四年吧. cheers!, , , , ,1, , ,
1_138,comment,詹淑琴(1264777993538811), ,2016/01/19 13:53:24, ,1094020483993416_1094027617326036,有學養重法治的馬總統您好！歷史會給你公道的定位～【公道自在人心】。縱使總統之路讓你滿腹心酸與挫折感，但…《俯仰天地無愧我心》對台灣，對百姓，對政務…你心安一切就放下了。請用你的經驗告訴同黨黨員，以後任何政策與政見都要說清楚講明白～訓練口條發言技巧，(說話藝術)真的很重要！切記～, , , , ,474, , ,
1_139,comment,王惠姿(380014708850681), ,2016/01/19 13:53:26, ,1094020483993416_1094027630659368,總統，台灣，這樣害去，不老實陰派，人民該分清自己要的！您辛苦了。, , , , ,8, , ,
1_140,comment,艾韋德(851163274953590), ,2016/01/19 13:53:46, ,1094020483993416_1094027723992692,小馬哥都老了………辛苦了, , , , ,2, , ,
1_141,comment,劉美夏(933439826750061), ,2016/01/19 13:53:53, ,1094020483993416_1094027743992690,, , , , ,0, , ,
1_142,comment,張絢欽(1448645755445883), ,2016/01/19 13:53:56, ,1094020483993416_1094027753992689,馬總統努力了，各黨和平發展才是正確的, , , , ,2, , ,
1_143,comment,祁嘉?(146289715752401), ,2016/01/19 13:54:21, ,1094020483993416_1094027847326013,台?省??你留的，放心, , , , ,0, , ,
1_144,comment,Cathy Chiu(1426082864351969), ,2016/01/19 13:54:47, ,1094020483993416_1094027980659333,馬大人您這就不對了， 您最不喜歡的就是民進黨的陳水扁. 蔡英文， 謝長廷. 習近平總書記都和朱立倫恭喜他是第二高票當選， 那請問這次選舉您也有輔選. 選舉結果出爐， 您個人覺得國民黨是否會贏得2016大選， 您的答案必定是肯定的， 那結果出來， 您再請中選會再驗票一下， 給國民黨無數的機會， 把很多的票補回來， 像我就覺得有681萬票沒有計算出來， 您請中選會一個一個先驗票， 再把民進黨的席次刪掉， 還有在去年時， 您手邊的八部二會都有考績， 考績都打出來了， 您就幫八部二會的公務人員再續四年的合約， 就是在2016/5/20前， 雖然是舊閣也是新政府是國民黨吧， 然後您再和蔡英文深談關於蔡英文在這次選舉中是屬賄選情形， 如果國民黨有賄選情形必然下台還要坐牢， 那蔡英文也有賄選情形當然也要下台坐牢， 陳水扁陳致中也是賄選最後下台坐牢， 所以美國歐巴馬總統也很關心朱立倫總統， 希望朱立倫仍是以您的內閣制進入總統府， 暨然蔡英文有賄選情形， 您就秉公處理， 叫蔡英文下台， 說不定蔡英文還被判有期徒刑， 褫奪公權終身， 那就請馬大人把八部二會先續約四年吧. cheers!, , , , ,0, , ,
1_145,comment,Cathy Chiu(1426082864351969), ,2016/01/19 13:54:50, ,1094020483993416_1094028017325996,馬大人您這就不對了， 您最不喜歡的就是民進黨的陳水扁. 蔡英文， 謝長廷. 習近平總書記都和朱立倫恭喜他是第二高票當選， 那請問這次選舉您也有輔選. 選舉結果出爐， 您個人覺得國民黨是否會贏得2016大選， 您的答案必定是肯定的， 那結果出來， 您再請中選會再驗票一下， 給國民黨無數的機會， 把很多的票補回來， 像我就覺得有681萬票沒有計算出來， 您請中選會一個一個先驗票， 再把民進黨的席次刪掉， 還有在去年時， 您手邊的八部二會都有考績， 考績都打出來了， 您就幫八部二會的公務人員再續四年的合約， 就是在2016/5/20前， 雖然是舊閣也是新政府是國民黨吧， 然後您再和蔡英文深談關於蔡英文在這次選舉中是屬賄選情形， 如果國民黨有賄選情形必然下台還要坐牢， 那蔡英文也有賄選情形當然也要下台坐牢， 陳水扁陳致中也是賄選最後下台坐牢， 所以美國歐巴馬總統也很關心朱立倫總統， 希望朱立倫仍是以您的內閣制進入總統府， 暨然蔡英文有賄選情形， 您就秉公處理， 叫蔡英文下台， 說不定蔡英文還被判有期徒刑， 褫奪公權終身， 那就請馬大人把八部二會先續約四年吧. cheers!, , , , ,0, , ,
1_146,comment,張錫源(360834684125133), ,2016/01/19 13:55:04, ,1094020483993416_1094028093992655,民進黨油價漲罵馬總統現在油價降怎麼沒有感謝馬總統, , , , ,14, , ,
1_147,comment,吳沁羽(1048919795138550), ,2016/01/19 13:55:19, ,1094020483993416_1094028153992649,辛苦了, , , , ,4, , ,
1_148,comment,沈迪(413053525535899), ,2016/01/19 13:55:31, ,1094020483993416_1094028213992643,馬總統辛苦您了！從帥哥變成老頭，您為台灣的付出和擔當有眼睛的人，都深深地感恩於您！台灣馬總統，馬總統台灣緊緊連在一起，曆史銘記！, , , , ,682, , ,
1_149,comment,Cathy Chiu(1426082864351969), ,2016/01/19 13:55:40, ,1094020483993416_1094028283992636,柯文哲當新任台北市長時， 郝龍斌的班底也全部留下的， cheers!, , , , ,0, , ,
1_150,comment,Cathy Chiu(1426082864351969), ,2016/01/19 13:55:43, ,1094020483993416_1094028307325967,柯文哲當新任台北市長時， 郝龍斌的班底也全部留下的， cheers!, , , , ,0, , ,
1_151,comment,Lin Lin(128910087488701), ,2016/01/19 13:55:44, ,1094020483993416_1094028313992633,馬總統您好，感謝您這8年為台灣人民的付出，民進黨贏了並不代表你輸了，輸的是台灣人民與國民黨那些想要與您切割的人，感謝您為台灣的努力，要退休了請好好休息，多陪陪美青姊喔, , , , ,21, , ,
1_152,comment,Cathy Chiu(1426082864351969), ,2016/01/19 13:55:47, ,1094020483993416_1094028330659298,柯文哲當新任台北市長時， 郝龍斌的班底也全部留下的， cheers!, , , , ,0, , ,
1_153,comment,王?(1536754399986630), ,2016/01/19 13:55:55, ,1094020483993416_1094028360659295,支持, , , , ,2, , ,
1_154,comment,李明娟(10200385821765794), ,2016/01/19 13:56:01, ,1094020483993416_1094028373992627,馬總統 天氣很冷 一定都要注意身體 好好保重, , , , ,18, , ,
1_155,comment,Cathy Chiu(1426082864351969), ,2016/01/19 13:56:38, ,1094020483993416_1094028557325942,柯文哲當新任台北市長時， 郝龍斌的班底也全部留下的， cheers!, , , , ,0, , ,
1_156,comment,Millie Chang(10205793829779261), ,2016/01/19 13:56:43, ,1094020483993416_1094028597325938,馬總統Super number ??, , , , ,3, , ,
1_157,comment,塵小凡(1106944039321068), ,2016/01/19 13:56:50, ,1094020483993416_1094028633992601,馬總統加油，您一直是我心目中永遠最正直的總統，堅持做您自己，加油，這8年漫長之路，您辛苦了，默默忍受多少無理的謾罵，默默背負多少莫須有的罪名，這些，您都忍了，因為您的雅量，因為您是一位有修養的人，因為您知道總統之路不好走，可是，您堅持過來了，我們這些支持者，看在眼裡，感恩在心裡，加油，加油再加油~~馬總統!!休息是為了走更長遠的路！, , , , ,31, , ,
1_158,comment,Una Huang(1112347165458192), ,2016/01/19 13:56:56, ,1094020483993416_1094028660659265,辛苦您了 總統大人 > <, , , , ,3, , ,
1_159,comment,Chia-wei Fan(10153390736734455), ,2016/01/19 13:57:11, ,1094020483993416_1094028740659257,總統辛苦了, , , , ,9, , ,
1_160,comment,楊惠蓮(1555669591365138), ,2016/01/19 13:57:30, ,1094020483993416_1094028833992581,馬總統…仁心仁厚的好總統…我們都愛您, , , , ,3, , ,
1_161,comment,Ela Gong(388273338035038), ,2016/01/19 13:57:37, ,1094020483993416_1094028877325910,台?真的是一?很好的地方，民主，自由。台?人民也都好可?。祝福台?????, , , , ,8, , ,
1_162,comment,Hsing Mei Yun(284185061752253), ,2016/01/19 13:57:46, ,1094020483993416_1094028887325909,歷史會還馬總統公道。, , , , ,5, , ,
1_163,comment,?麗?(1451432968518718), ,2016/01/19 13:58:01, ,1094020483993416_1094028937325904,一個毫無私心只想這個國家穩定中向前邁進無怨無悔，不願看見4個月的空窗期從以前就提應該多數黨組閣符合新民意，但空空?步了扯東扯西不肯。又要修法限制交接前什麼都不可 ，又要看管過渡期互相矛盾，不是早就準備好了嗎？馬總統再也不用以天下興衰為己任，渡假去吧！, , , , ,174, , ,
1_164,comment,傅秋霞(842268562524448), ,2016/01/19 13:58:04, ,1094020483993416_1094028960659235,這裡的畫面的感覺，就最真實的歷史上最棒的証明馬總統的功績呀！, , , , ,15, , ,
1_165,comment,廖婕妤(480785312080323), ,2016/01/19 13:58:12, ,1094020483993416_1094029003992564,辛苦了, , , , ,3, , ,
1_166,comment,Flora Chen(1005839246100805), ,2016/01/19 13:58:28, ,1094020483993416_1094029050659226,馬總統辛苦你了！您八年來致力於國際間的和平以及想讓台灣備受國際肯定！希望之後能跳脫以黨為概念 而是真心為台灣好！辛苦馬總統！辛苦了！！, , , , ,4, , ,
1_167,comment,邱國龍(797680336984160), ,2016/01/19 13:58:40, ,1094020483993416_1094029107325887,狗屎沒事來幹啥想也知道, , , , ,0, , ,
1_168,comment,Eddy Wang(877141739011579), ,2016/01/19 13:59:17, ,1094020483993416_1094029223992542,633？捐半薪？白癡快捐, , , , ,0, , ,
1_169,comment,Sharon Hsieh(1066569163357776), ,2016/01/19 13:59:19, ,1094020483993416_1094029240659207,謝謝, , , , ,3, , ,
1_170,comment,?耀洲(197760713900931), ,2016/01/19 13:59:45, ,1094020483993416_1094029317325866,由於從小受到的教育的問題，還有小時候喜歡看台的台灣連續劇，身邊的人對與台灣總有一種莫名的親切感，一直以為我們是一家人。大陸的網絡一直在宣傳台灣好的一面，寶島台灣，台灣人民的素質很高，我們要學習要努力提高自身的素質。但是從來沒想過，台灣的媒體大部分居然在歪曲事實，詆毀我們，高素質的台灣人在網上居然變了個樣，侮辱起人來&*#2。感覺好失望，還有周子瑜這件事請，很多人根本不注意事情從頭到尾到底是怎麼一回事，跟著台媒等斷章取義的走。其實，有牆無牆並沒多大關係，看你願意不願意去看看, , , , ,32, , ,
1_171,comment,Cha Cha Tseng(1553140948280315), ,2016/01/19 13:59:54, ,1094020483993416_1094029373992527,, , , , ,1, , ,
1_172,comment,Kitty Huang(824093364353049), ,2016/01/19 14:00:10, ,1094020483993416_1094029430659188,您是我心目中，從蔣經國先生以來，唯一值得稱讚的中華民國總統，歷史會還給您應有的肯定。, , , , ,4, , ,
1_173,comment,Eddy Wang(877141739011579), ,2016/01/19 14:00:25, ,1094020483993416_1094029560659175,老鬼準備去蹲土城看守所，你死定了, , , , ,0, , ,
1_174,comment,李明明(957899194229820), ,2016/01/19 14:00:28, ,1094020483993416_1094029597325838,通常要失去了  才會覺醒珍貴, , , , ,2, , ,
1_175,comment,Ellen Jin(1006127586115284), ,2016/01/19 14:01:00, ,1094020483993416_1094029753992489,馬總統，謝謝你8年為中華民國臺灣的努力，我們以你為榮！, , , , ,21, , ,
1_176,comment,Bruce  Wu(733488790095527), ,2016/01/19 14:01:07, ,1094020483993416_1094029783992486,先生午安, , , , ,0, , ,
1_177,comment,David Sun(135456813500165), ,2016/01/19 14:01:32, ,1094020483993416_1094029937325804,翻?的大?小伙伴?自???小?哥啊??, , , , ,0, , ,
1_178,comment,龔楨婷(981516441867745), ,2016/01/19 14:01:46, ,1094020483993416_1094030297325768,辛苦了！, , , , ,5, , ,
1_179,comment,郭育宏(839058749462681), ,2016/01/19 14:01:53, ,1094020483993416_1094030357325762,感謝總統八年來的辛苦!謝謝總統~, , , , ,3, , ,
1_180,comment,Un Ru Yang(677958948993078), ,2016/01/19 14:02:09, ,1094020483993416_1094030427325755,世道變了【正直】又值多少？還不如學人家高喊著土地要正義，土地還真的對【她】還有【她】的家族有了回報。, , , , ,13, , ,
1_181,comment,林松裕(982836641735221), ,2016/01/19 14:02:39, ,1094020483993416_1094030560659075,總統先生辛苦了, , , , ,4, , ,
1_182,comment,Miki Lee(845618405516990), ,2016/01/19 14:02:45, ,1094020483993416_1094030597325738,大家多看看陳文茜的節目那裡有許多國際上的時事對大家有好處別當井底之蛙, , , , ,5, , ,
1_183,comment,張錫源(360834684125133), ,2016/01/19 14:03:06, ,1094020483993416_1094030723992392,至少有三百萬人民被媒體洗腦搞跨國民黨媒體要付最大責任, , , , ,3, , ,
1_184,comment,Vivi Chen(1677455232531024), ,2016/01/19 14:03:21, ,1094020483993416_1094030773992387,感謝馬總統這八年來，日與夜辛勞，辛苦的為我們國家及全國老百姓謀福利著想，用盡體力和心思，就是要給全國人民老百姓，有個祥和，安寧，安定，安康的生活環境。在就我們中華民國，無論在經驗基礎發展上，或者是在國際外交幫交國裡，都有一一的充分顯耀進步中，謝謝馬總統與夫人這八年來辛勤，辛苦的為國家人民百姓，認真努力打拼默默的奉獻做事。謝謝!祝福全家平安幸福快樂，事事順心如意，過個快樂平安吉祥年。, , , , ,52, , ,
